1,1,877.77,555.26,347.62,117.25,1,5,0
1,2,1227.51,554.05,133.11,93.07,1,5,0
1,3,676.50,664.51,185.13,55.06,1,0,0
1,4,1485.43,544.44,109.99,66.12,1,5,0
1,5,1329.24,584.85,119.06,46.24,1,5,0
1,6,314.55,711.48,46.24,88.52,1,3,0
1,7,1415.92,578.18,48.05,43.27,1,5,0
2,1,843.37,558.12,347.20,117.34,1,5,0
2,2,1193.39,563.26,134.15,89.45,1,5,0
2,3,641.67,667.06,187.01,55.61,1,0,0
2,4,1491.84,549.22,134.53,54.38,1,5,0
2,5,1294.30,590.48,119.83,46.45,1,5,0
2,6,269.12,717.44,47.17,82.56,1,3,0
2,7,1382.63,584.35,48.65,43.69,1,5,0
3,1,791.33,567.05,300.57,115.54,1,5,0
3,2,1149.64,568.99,128.05,88.97,1,5,0
3,3,586.92,673.43,185.93,54.54,1,0,0
3,4,1439.28,557.63,137.18,55.41,1,5,0
3,5,1244.58,598.66,118.27,45.10,1,5,0
3,6,196.34,719.77,50.49,80.23,1,3,0
3,7,1331.36,592.44,48.71,43.85,1,5,0
4,1,740.73,572.19,300.53,113.20,1,5,0
4,2,1126.50,575.67,101.21,85.68,1,5,0
4,3,532.01,677.51,186.39,54.94,1,0,0
4,4,1347.34,568.40,106.15,63.47,1,5,0
4,5,1195.42,604.94,117.69,44.87,1,5,0
4,6,121.48,724.97,50.10,75.03,1,3,0
4,7,1281.11,599.23,48.26,42.95,1,5,0
5,1,726.90,573.06,306.09,113.68,1,5,0
5,2,1122.47,575.26,97.09,87.11,1,5,0
5,3,523.87,678.64,185.97,54.47,1,0,0
5,4,1339.32,569.14,104.75,64.06,1,5,0
5,5,1185.83,606.86,117.76,44.64,1,5,0
5,6,107.66,725.29,52.02,74.71,1,3,0
5,7,1272.30,600.74,48.53,42.53,1,5,0
6,1,698.27,574.53,312.35,114.68,1,5,0
6,2,1088.39,581.40,106.99,81.80,1,5,0
6,3,494.78,681.02,185.60,53.73,1,0,0
6,4,1315.16,574.85,102.23,62.29,1,5,0
6,5,1161.58,610.62,118.11,44.54,1,5,0
6,6,69.41,725.44,53.79,74.56,1,3,0
6,7,1247.47,604.47,48.52,42.97,1,5,0
7,1,661.37,579.98,335.82,112.71,1,5,0
7,2,1055.10,584.34,68.58,44.97,1,5,0
7,3,452.28,684.45,189.23,53.01,1,0,0
7,4,1276.43,582.75,103.91,62.37,1,5,0
7,5,1132.82,617.69,109.66,44.40,1,5,0
7,6,7.65,723.99,55.25,76.01,1,3,0
7,7,1209.11,610.82,48.02,43.45,1,5,0
8,1,646.35,580.07,349.21,113.02,1,5,0
8,2,1040.91,585.59,68.60,40.70,1,5,0
8,3,434.95,684.88,193.06,52.82,1,0,0
8,4,1260.36,584.87,102.78,62.93,1,5,0
8,5,1137.74,620.37,88.61,43.84,1,5,0
8,6,0.00,719.79,38.35,80.21,1,3,0
8,7,1192.82,614.33,47.60,42.32,1,5,0
9,1,621.18,583.82,353.48,112.16,1,5,0
9,2,988.08,585.54,99.44,95.09,1,5,0
9,3,408.97,687.78,187.37,52.06,1,0,0
9,4,1276.68,587.67,132.18,54.43,1,5,0
9,5,1130.25,623.51,68.99,42.79,1,5,0
9,7,1169.14,617.29,48.77,43.25,1,5,0
10,1,569.56,588.75,360.49,112.39,1,5,0
10,2,932.26,600.39,87.20,86.23,1,5,0
10,3,356.98,693.30,187.71,49.05,1,0,0
10,4,1187.90,595.68,102.74,62.19,1,5,0
10,7,1126.59,636.63,43.65,29.87,1,5,0
11,1,543.32,592.96,360.33,109.78,1,5,0
11,2,908.22,598.22,111.20,91.56,1,5,0
11,3,325.35,697.84,180.40,46.46,1,0,0
11,4,1163.87,599.36,102.59,61.88,1,5,0
11,7,1127.53,653.25,17.69,14.00,1,5,0
12,1,526.23,590.17,361.01,112.59,1,5,0
12,2,891.27,598.03,127.67,92.28,1,5,0
12,3,306.83,694.59,187.64,48.74,1,0,0
12,4,1148.79,600.71,103.15,62.16,1,5,0
13,1,482.49,592.63,363.87,104.92,1,5,0
13,2,852.50,599.01,133.90,92.88,1,5,0
13,3,256.95,691.18,194.90,47.02,1,0,0
13,4,1153.17,608.53,126.93,51.89,1,5,0
13,5,954.80,640.86,62.58,41.77,1,5,0
14,1,474.82,591.95,364.94,103.87,1,5,0
14,2,844.47,599.35,135.06,92.51,1,5,0
14,3,248.68,689.31,198.59,45.83,1,0,0
14,4,1146.26,609.37,125.79,52.85,1,5,0
14,5,946.30,640.62,70.98,42.50,1,5,0
15,1,448.17,588.44,367.84,103.27,1,5,0
15,2,821.91,600.09,135.64,91.27,1,5,0
15,3,219.26,682.85,194.51,43.19,1,0,0
15,4,1130.82,614.44,117.89,51.99,1,5,0
15,5,924.79,641.47,90.06,43.08,1,5,0
15,7,1122.71,628.88,57.91,40.90,1,5,0
16,1,417.63,582.84,370.38,98.20,1,5,0
16,2,790.47,598.99,138.03,89.47,1,5,0
16,3,186.07,670.17,201.59,37.89,1,0,0
16,4,1121.12,619.95,100.23,52.02,1,5,0
16,5,895.99,642.31,115.72,41.78,1,5,0
16,7,1120.77,657.34,30.66,15.43,1,5,0
17,1,394.24,569.65,368.94,102.45,1,5,0
17,2,768.56,596.21,139.09,89.14,1,5,0
17,3,159.60,658.14,207.80,37.42,1,0,0
17,4,1118.36,622.19,83.32,52.58,1,5,0
17,5,875.10,641.25,120.78,41.78,1,5,0
17,7,1119.14,663.68,14.43,11.70,1,5,0
17,9,962.64,636.14,44.50,43.75,1,5,0
18,1,334.30,545.18,376.78,106.18,1,5,0
18,2,714.65,587.32,138.42,89.01,1,5,0
18,3,94.99,625.62,219.07,20.09,1,0,0
18,4,1108.41,636.52,39.49,43.55,1,5,0
18,5,822.19,634.76,120.57,43.30,1,5,0
18,7,976.57,649.99,23.47,26.86,1,5,0
18,9,910.43,632.82,46.57,44.79,1,5,0
19,1,328.33,543.34,377.02,106.49,1,5,0
19,2,708.96,586.46,139.85,89.00,1,5,0
19,3,90.87,621.64,216.40,25.32,1,0,0
19,4,1107.04,634.98,36.36,45.67,1,5,0
19,5,817.56,634.00,120.11,43.35,1,5,0
19,7,972.51,649.54,26.53,27.20,1,5,0
19,9,906.10,632.80,47.25,44.50,1,5,0
20,1,309.42,529.88,380.34,115.68,1,5,0
20,2,691.65,585.23,139.75,86.85,1,5,0
20,3,68.95,609.58,218.99,28.55,1,0,0
20,4,1101.73,665.68,25.05,15.85,1,5,0
20,5,801.86,631.39,118.92,44.00,1,5,0
20,7,956.48,639.82,36.79,35.93,1,5,0
20,9,890.90,630.91,46.17,44.83,1,5,0
21,1,292.92,528.07,382.48,111.19,1,5,0
21,2,677.40,580.15,141.17,88.65,1,5,0
21,3,53.08,599.72,214.57,21.91,1,0,0
21,4,1093.92,661.07,21.65,20.20,1,5,0
21,5,788.04,628.18,120.18,44.72,1,5,0
21,7,944.17,639.74,41.56,34.65,1,5,0
21,9,877.81,629.99,45.68,43.02,1,5,0
22,1,289.16,519.69,383.53,117.16,1,5,0
22,2,673.94,574.35,141.14,92.20,1,5,0
22,3,49.05,590.26,216.54,25.19,1,0,0
22,4,1075.41,653.30,38.76,27.18,1,5,0
22,5,785.15,624.96,120.00,46.00,1,5,0
22,7,938.21,653.92,28.13,18.32,1,5,0
22,9,874.73,625.08,46.20,46.33,1,5,0
23,1,293.65,519.01,385.37,117.03,1,5,0
23,2,679.53,574.69,141.05,92.15,1,5,0
23,3,56.55,590.12,207.33,25.67,1,0,0
23,4,1087.91,627.41,34.71,53.24,1,5,0
23,5,790.59,625.57,119.38,46.03,1,5,0
23,9,880.31,625.60,47.12,46.23,1,5,0
24,1,304.37,520.43,382.03,117.31,1,5,0
24,2,687.57,575.52,142.89,92.00,1,5,0
24,3,66.33,591.15,211.09,24.14,1,0,0
24,4,1005.25,627.40,126.73,54.24,1,5,0
24,5,800.35,625.95,118.58,46.61,1,5,0
24,9,889.83,626.03,44.50,46.51,1,5,0
25,1,311.56,521.63,383.62,116.66,1,5,0
25,2,695.14,576.23,142.68,92.09,1,5,0
25,3,73.80,592.09,218.30,25.48,1,0,0
25,4,1013.51,627.97,125.20,54.08,1,5,0
25,5,806.40,626.32,119.65,47.15,1,5,0
25,9,897.07,625.49,36.93,47.34,1,5,0
26,1,354.18,529.94,380.77,114.85,1,5,0
26,2,735.10,576.30,141.96,95.91,1,5,0
26,3,154.69,602.45,176.91,17.74,1,0,0
26,4,1053.57,629.85,128.19,53.65,1,5,0
26,5,847.17,630.91,97.20,44.65,1,5,0
27,1,364.25,531.62,382.51,113.50,1,5,0
27,2,746.29,577.03,142.28,96.30,1,5,0
27,3,167.60,603.67,172.09,19.04,1,0,0
27,4,1066.46,630.49,124.61,53.18,1,5,0
27,5,858.26,631.88,88.54,44.53,1,5,0
28,1,414.14,543.14,377.88,108.03,1,5,0
28,2,794.55,584.69,140.25,93.10,1,5,0
28,3,220.71,619.80,176.14,17.79,1,0,0
28,4,1065.56,618.21,105.48,63.37,1,5,0
29,1,427.72,543.84,376.81,108.63,1,5,0
29,2,807.59,584.25,138.94,94.39,1,5,0
29,3,234.70,625.15,172.94,16.01,1,0,0
29,4,1077.43,617.11,105.45,64.59,1,5,0
29,10,1124.64,629.84,130.61,52.47,1,5,0
30,1,460.42,548.00,376.12,107.77,1,5,0
30,2,837.21,583.38,115.34,96.10,1,5,0
30,3,268.78,630.48,174.73,15.64,1,0,0
30,4,1108.78,616.91,106.55,63.91,1,5,0
30,10,1155.42,628.82,132.21,51.98,1,5,0
31,1,479.58,551.56,373.91,105.45,1,5,0
31,2,855.96,588.92,117.76,90.43,1,5,0
31,3,289.58,633.24,168.72,15.51,1,0,0
31,4,1127.72,617.25,107.60,63.10,1,5,0
31,10,1174.91,628.29,132.17,52.20,1,5,0
31,11,1057.18,635.59,50.82,45.65,1,5,0
32,1,491.33,551.50,373.82,105.51,1,5,0
32,2,866.77,586.70,117.42,93.47,1,5,0
32,3,301.14,634.75,168.66,15.57,1,0,0
32,4,1139.73,616.73,107.74,63.54,1,5,0
32,10,1186.16,628.22,132.85,52.56,1,5,0
32,11,1067.36,635.63,51.03,45.79,1,5,0
33,1,520.69,554.32,370.92,103.96,1,5,0
33,2,896.17,586.80,119.02,94.44,1,5,0
33,3,332.68,636.87,170.79,14.47,1,0,0
33,4,1169.80,617.14,108.99,63.11,1,5,0
33,10,1217.96,628.00,132.36,52.53,1,5,0
33,11,1098.87,634.93,49.09,46.91,1,5,0
34,1,532.03,553.13,370.99,105.30,1,5,0
34,2,905.79,585.65,118.25,95.00,1,5,0
34,3,343.99,636.78,171.12,14.81,1,0,0
34,4,1181.12,617.18,108.89,63.42,1,5,0
34,10,1228.55,628.56,133.31,52.37,1,5,0
34,11,1059.38,638.34,83.65,43.78,1,5,0
35,1,548.60,552.64,371.10,105.60,1,5,0
35,2,940.42,587.04,102.47,94.88,1,5,0
35,3,363.49,636.63,169.48,14.81,1,0,0
35,4,1198.52,616.99,108.72,63.78,1,5,0
35,10,1246.30,628.20,134.21,53.09,1,5,0
35,11,1062.83,638.46,97.39,43.80,1,5,0
36,1,574.45,552.75,363.88,104.71,1,5,0
36,2,979.97,584.38,116.46,99.61,1,5,0
36,3,390.51,634.74,168.17,14.72,1,0,0
36,4,1225.10,617.42,109.73,64.52,1,5,0
36,10,1274.11,629.52,135.68,53.20,1,5,0
36,11,1069.66,638.94,116.88,44.48,1,5,0
36,13,1154.02,634.73,50.17,48.42,1,5,0
37,1,599.06,552.29,364.42,103.27,1,5,0
37,2,1002.85,582.70,116.78,100.79,1,5,0
37,3,418.58,631.85,166.88,14.68,1,0,0
37,4,1250.37,618.69,110.08,65.41,1,5,0
37,10,1299.08,631.50,137.14,53.29,1,5,0
37,11,1089.55,639.36,121.84,45.07,1,5,0
37,13,1178.92,636.67,49.65,47.51,1,5,0
38,1,622.69,550.34,364.09,103.78,1,5,0
38,2,1025.74,585.68,116.98,98.05,1,5,0
38,3,441.49,628.90,166.80,13.89,1,0,0
38,4,1273.88,620.66,111.19,65.66,1,5,0
38,10,1323.07,633.21,137.24,54.43,1,5,0
38,11,1109.72,639.70,124.44,45.83,1,5,0
38,13,1202.56,638.80,49.71,46.87,1,5,0
39,1,636.23,550.65,366.60,103.40,1,5,0
39,2,1040.97,583.86,114.45,100.26,1,5,0
39,3,453.53,627.70,164.86,14.05,1,0,0
39,4,1287.50,622.40,112.72,64.84,1,5,0
39,10,1337.86,633.85,137.20,55.33,1,5,0
39,11,1123.78,640.41,123.66,45.99,1,5,0
39,13,1216.61,639.87,49.93,46.44,1,5,0
40,1,644.82,550.80,367.77,103.00,1,5,0
40,2,1048.22,583.77,116.59,100.97,1,5,0
40,3,462.93,627.18,167.08,14.54,1,0,0
40,4,1296.94,621.87,112.03,65.66,1,5,0
40,10,1345.41,634.17,138.95,55.22,1,5,0
40,11,1130.92,640.27,125.45,46.27,1,5,0
40,13,1225.07,639.86,48.33,46.69,1,5,0
41,1,661.25,552.68,371.74,102.15,1,5,0
41,2,1039.35,586.05,141.84,99.11,1,5,0
41,3,474.81,629.57,167.68,14.91,1,0,0
41,4,1314.64,622.22,114.21,65.06,1,5,0
41,10,1364.71,633.18,139.44,55.86,1,5,0
41,11,1149.98,640.43,126.83,46.10,1,5,0
41,13,1242.87,638.85,50.55,47.72,1,5,0
42,1,668.38,554.04,368.22,101.65,1,5,0
42,2,1073.05,589.48,116.77,94.78,1,5,0
42,3,490.97,634.84,163.12,13.93,1,0,0
42,4,1324.30,620.09,113.49,65.20,1,5,0
42,10,1374.19,631.15,140.65,55.26,1,5,0
42,11,1158.93,639.89,125.01,45.61,1,5,0
42,13,1252.05,637.94,50.07,47.28,1,5,0
43,1,671.40,553.13,365.07,104.27,1,5,0
43,2,1076.89,585.82,117.62,97.81,1,5,0
43,3,494.27,636.82,163.23,14.93,1,0,0
43,4,1329.43,616.53,113.95,66.67,1,5,0
43,10,1380.06,628.61,139.62,55.29,1,5,0
43,11,1162.26,638.72,128.17,45.99,1,5,0
43,13,1257.83,637.07,49.16,46.91,1,5,0
44,1,679.82,558.41,334.45,102.23,1,5,0
44,2,1084.61,582.88,120.61,97.97,1,5,0
44,3,503.06,644.82,166.31,17.64,1,0,0
44,4,1340.02,610.51,115.20,65.04,1,5,0
44,10,1392.35,619.08,139.15,55.85,1,5,0
44,11,1172.15,634.56,128.00,45.88,1,5,0
44,13,1266.61,631.77,51.40,47.39,1,5,0
45,1,681.07,559.15,333.06,108.95,1,5,0
45,2,1090.33,582.16,118.99,95.27,1,5,0
45,3,507.03,654.88,161.94,20.78,1,0,0
45,4,1343.70,600.42,117.01,65.36,1,5,0
45,11,1175.19,628.36,128.86,46.77,1,5,0
45,13,1270.58,624.96,52.24,46.76,1,5,0
46,1,677.45,565.90,335.40,111.39,1,5,0
46,2,1092.46,581.31,115.87,94.04,1,5,0
46,3,504.74,665.97,163.50,25.09,1,0,0
46,4,1342.00,588.80,117.34,68.75,1,5,0
46,11,1173.34,622.04,129.33,48.11,1,5,0
46,13,1268.83,617.02,52.87,48.24,1,5,0
47,1,673.04,566.86,333.35,115.13,1,5,0
47,2,1086.17,576.82,117.16,98.34,1,5,0
47,3,498.95,671.88,161.59,26.80,1,0,0
47,4,1337.24,584.66,119.02,68.58,1,5,0
47,11,1166.55,619.76,129.92,48.51,1,5,0
