1,1,1470.760009765625,438.010009765625,170.1699981689453,41.04999923706055,1.0,0,0
1,10001,907.7520447408807,505.1136656980208,127.08000183105469,27.420000076293945,1.0,0,0
2,1,1451.780029296875,514.22998046875,167.36000061035156,42.09000015258789,1.0,0,0
2,10001,871.9118062086442,466.8703136213995,130.0800018310547,27.229999542236328,1.0,0,0
3,1,1445.010009765625,472.489990234375,166.08999633789062,35.95000076293945,1.0,0,0
4,1,1446.8800048828125,518.1699829101562,165.72999572753906,32.2599983215332,1.0,0,0
5,1,1448.6800537109375,521.97998046875,164.3300018310547,36.63999938964844,1.0,0,0
5,10001,797.5421036006818,473.27539406422113,125.38999938964844,26.829999923706055,1.0,0,0
6,1,1457.93994140625,504.0,164.39999389648438,36.15999984741211,1.0,0,0
7,1,1475.9599609375,479.3699951171875,167.6699981689453,38.439998626708984,1.0,0,0
8,1,1503.6500244140625,476.32000732421875,172.10000610351562,38.68000030517578,1.0,0,0
8,10001,751.0565482108436,517.9710253379266,128.83999633789062,27.1200008392334,1.0,0,0
9,1,1529.8599853515625,494.2699890136719,174.00999450683594,38.95000076293945,1.0,0,0
10,1,1551.469970703125,499.989990234375,176.77999877929688,39.709999084472656,1.0,0,0
11,10001,890.2107419481198,509.2468507636795,128.5399932861328,24.969999313354492,1.0,0,0
12,10001,939.168089273039,504.55950238766457,129.30999755859375,25.989999771118164,1.0,0,0
14,3,416.82000732421875,524.6099853515625,25.889999389648438,16.790000915527344,1.0,0,0
17,3,469.3699951171875,511.6000061035156,127.66000366210938,27.40999984741211,1.0,0,0
18,3,592.7100219726562,526.5900268554688,132.36000061035156,26.520000457763672,1.0,0,0
19,3,669.280029296875,538.6799926757812,29.549999237060547,15.680000305175781,1.0,0,0
20,3,660.6400146484375,556.3200073242188,50.38999938964844,10.15999984741211,1.0,0,0
21,7,267.3800048828125,553.7899780273438,53.75,14.449999809265137,1.0,0,0
21,9,170.8699951171875,558.7899780273438,45.93000030517578,14.399999618530273,1.0,0,0
22,7,262.0799865722656,565.6199951171875,55.130001068115234,15.109999656677246,1.0,0,0
22,9,164.4499969482422,571.8099975585938,47.90999984741211,15.5600004196167,1.0,0,0
22,10006,979.9352355771541,486.736003923383,230.94000244140625,47.290000915527344,1.0,0,0
23,7,273.82000732421875,551.3300170898438,54.02000045776367,14.84000015258789,1.0,0,0
23,9,175.8300018310547,554.0700073242188,46.5099983215332,14.859999656677246,1.0,0,0
23,10,338.9700012207031,551.25,32.93000030517578,11.09000015258789,1.0,0,0
23,11,1072.1099853515625,520.1699829101562,101.75,25.139999389648438,1.0,0,0
23,12,145.36000061035156,560.9299926757812,27.31999969482422,6.699999809265137,1.0,0,0
24,7,280.7099914550781,549.7100219726562,54.119998931884766,14.770000457763672,1.0,0,0
24,9,183.0500030517578,553.7899780273438,46.900001525878906,14.699999809265137,1.0,0,0
24,10,345.3399963378906,549.8099975585938,33.720001220703125,10.359999656677246,1.0,0,0
24,12,154.9600067138672,560.2899780273438,25.3700008392334,6.760000228881836,1.0,0,0
24,13,0.0,550.4400024414062,67.66000366210938,29.940000534057617,1.0,1,0
25,3,783.02001953125,543.280029296875,48.47999954223633,11.329999923706055,1.0,0,0
25,7,272.2300109863281,555.719970703125,55.650001525878906,15.710000038146973,1.0,0,0
25,9,171.9199981689453,561.239990234375,46.72999954223633,14.449999809265137,1.0,0,0
25,10,338.57000732421875,556.4099731445312,33.790000915527344,10.880000114440918,1.0,0,0
25,11,1079.449951171875,517.77001953125,102.83999633789062,24.15999984741211,1.0,0,0
26,7,263.5799865722656,564.2000122070312,55.720001220703125,15.170000076293945,1.0,0,0
26,9,161.94000244140625,568.8699951171875,47.810001373291016,14.850000381469727,1.0,0,0
26,10,331.5,563.75,32.86000061035156,11.720000267028809,1.0,0,0
26,11,1149.260009765625,533.5599975585938,29.200000762939453,13.539999961853027,1.0,0,0
26,12,138.24000549316406,575.0700073242188,20.34000015258789,6.730000019073486,1.0,0,0
27,7,254.4600067138672,564.3800048828125,56.70000076293945,15.779999732971191,1.0,0,0
27,9,152.72999572753906,570.0800170898438,47.150001525878906,13.619999885559082,1.0,0,0
27,10,322.8500061035156,565.9500122070312,34.27000045776367,10.100000381469727,1.0,0,0
27,11,1142.6700439453125,537.0399780273438,30.43000030517578,14.029999732971191,1.0,0,0
27,12,125.66000366210938,576.3200073242188,24.079999923706055,6.659999847412109,1.0,0,0
27,10006,996.3537414882007,492.79005894860416,232.94000244140625,48.97999954223633,1.0,0,0
28,3,765.3099975585938,548.7999877929688,49.130001068115234,11.270000457763672,1.0,0,0
28,7,243.30999755859375,558.8800048828125,57.209999084472656,14.899999618530273,1.0,0,0
28,9,140.1199951171875,563.8800048828125,48.060001373291016,13.710000038146973,1.0,0,0
